bin_count,bin_freq,bin_range,x_value,bin_number
1,0.02564102564102564,"(-2.33, -2.105]",-2.33,1
0,0.0,"(-2.105, -1.879]",-2.105,2
0,0.0,"(-1.879, -1.653]",-1.879,3
0,0.0,"(-1.653, -1.427]",-1.653,4
1,0.02564102564102564,"(-1.427, -1.201]",-1.427,5
0,0.0,"(-1.201, -0.975]",-1.201,6
2,0.05128205128205128,"(-0.975, -0.749]",-0.975,7
3,0.07692307692307693,"(-0.749, -0.523]",-0.749,8
4,0.10256410256410256,"(-0.523, -0.297]",-0.523,9
3,0.07692307692307693,"(-0.297, -0.0711]",-0.297,10
3,0.07692307692307693,"(-0.0711, 0.155]",-0.0711,11
5,0.1282051282051282,"(0.155, 0.381]",0.155,12
9,0.23076923076923078,"(0.381, 0.607]",0.381,13
4,0.10256410256410256,"(0.607, 0.833]",0.607,14
2,0.05128205128205128,"(0.833, 1.059]",0.833,15
0,0.0,"(1.059, 1.285]",1.059,16
0,0.0,"(1.285, 1.51]",1.285,17
1,0.02564102564102564,"(1.51, 1.736]",1.51,18
0,0.0,"(1.736, 1.962]",1.736,19
1,0.02564102564102564,"(1.962, 2.188]",1.962,20
