formula,actual,predicted,elements,residual
Bi3F3I4O13,1.9,1.1475902682879546,"['Bi', 'F', 'I', 'O']",0.7524097317120453
CeFMoO4,5.6,5.940469510901692,"['Ce', 'F', 'Mo', 'O']",-0.3404695109016922
AgF,1.65,2.098728976830669,"['Ag', 'F']",-0.4487289768306693
Bi7F11O5,3.6,2.1144769045513083,"['Bi', 'F', 'O']",1.4855230954486918
PrF3,3.0,3.066418645007301,"['Pr', 'F']",-0.06641864500730099
Na2B6O9F2,3.1,2.8185155700037665,"['Na', 'B', 'O', 'F']",0.2814844299962336
Sr5V3O12F,0.42,0.3405962541344509,"['Sr', 'V', 'O', 'F']",0.0794037458655491
Ba4B11O20F,2.75,2.5872498356830507,"['Ba', 'B', 'O', 'F']",0.16275016431694933
KF,2.955,2.1916504072727294,"['K', 'F']",0.7633495927272707
Ca5B3O9F,2.05,2.026731120727246,"['Ca', 'B', 'O', 'F']",0.02326887927275401
CsF,0.72,1.0405831570005883,"['Cs', 'F']",-0.3205831570005884
Ba5V3O12F,3.3,3.8752961101478203,"['Ba', 'V', 'O', 'F']",-0.57529611014782
CeF3,1.9140000000000001,0.9087005772404836,"['Ce', 'F']",1.0052994227595162
YFMoO4,2.31,2.2129433930993683,"['Y', 'F', 'Mo', 'O']",0.09705660690063178
BiIO3F2,0.47,1.017667472396722,"['Bi', 'I', 'O', 'F']",-0.5476674723967221
RbF,1.0266666666666666,1.1750327785009755,"['Rb', 'F']",-0.14836611183430892
MnF2,0.6166666666666667,0.494941596803014,"['Mn', 'F']",0.12172506986365272
PrFMoO4,3.3,3.0202824536938326,"['Pr', 'F', 'Mo', 'O']",0.27971754630616674
La3FMo4O16,0.53,1.6877689969054206,"['La', 'F', 'Mo', 'O']",-1.1577689969054206
KTi2F7,1.51,1.518062103664251,"['K', 'Ti', 'F']",-0.008062103664250975
Na3MoO4F,2.932183333333333,2.486276859168358,"['Na', 'Mo', 'O', 'F']",0.4459064741649752
LaF3,3.39,3.371127643381387,"['La', 'F']",0.018872356618613303
NdF3,5.3,4.8051911766633015,"['Nd', 'F']",0.4948088233366983
BaClBF4,2.55,2.3767152951654267,"['Ba', 'Cl', 'B', 'F']",0.17328470483457314
CdF2,3.42,3.021234195759364,"['Cd', 'F']",0.3987658042406364
Cd8B5O15F,2.34,2.8042961995790154,"['Cd', 'B', 'O', 'F']",-0.4642961995790156
Ba7B3O9F5,4.94,5.4603544531875015,"['Ba', 'B', 'O', 'F']",-0.5203544531875011
BaCuTeF,2.3,2.8681503070651746,"['Ba', 'Cu', 'Te', 'F']",-0.5681503070651748
BaF2,9.1425,9.751870512856653,"['Ba', 'F']",-0.6093705128566533
BiFSeO3,3.83,4.0160057861860095,"['Bi', 'F', 'Se', 'O']",-0.18600578618600935
CaF2,9.96,10.2054728689514,"['Ca', 'F']",-0.2454728689513992
Cs3Sn3F2Cl7,2.96,4.711559588334975,"['Cs', 'Sn', 'F', 'Cl']",-1.7515595883349748
LiF,11.7,11.694506864605794,"['Li', 'F']",0.005493135394205595
Mg5B3O9F,5.63,7.087701491479205,"['Mg', 'B', 'O', 'F']",-1.4577014914792052
MgF2,11.1,9.784490682892024,"['Mg', 'F']",1.3155093171079757
Na3Sn2F6Cl,3.88,6.085294693387279,"['Na', 'Sn', 'F', 'Cl']",-2.2052946933872786
NaF,10.5,10.41657696262683,"['Na', 'F']",0.08342303737316925
NaSbF6,3.76,6.564185502971778,"['Na', 'Sb', 'F']",-2.8041855029717784
NdFMoO4,3.66,3.64199783091544,"['Nd', 'F', 'Mo', 'O']",0.018002169084560204
