formula,actual,predicted,elements,residual
Pb0.9Mn0.1Te,0.2788333333333333,0.2544849749071698,Pb Mn Te,0.024348358426163508
CdIn30Te46,2.16,1.8698776491877125,Cd In Te,0.29012235081228765
Hg0.77Cd0.23Te,1.725,1.869572860901881,Hg Cd Te,-0.14457286090188082
AgIn9Te14,1.95,2.1167406270567977,Ag In Te,-0.1667406270567977
Na2TeSe3,1.0,0.9495747945817908,Na Te Se,0.05042520541820916
PbTe,3.25,2.7550872351029607,Pb Te,0.4949127648970393
CaTe,0.36,0.2904090412080773,Ca Te,0.06959095879192267
AgInTe2,1.5,1.5575083506898275,Ag In Te,-0.05750835068982753
AgAlTe2,0.035,0.12794920015411826,Ag Al Te,-0.09294920015411827
Hg2Cu3Te6O16,0.55,2.83058748097943,Hg Cu Te O,-2.28058748097943
GaVTe2O8,2.59,2.3513877615197583,Ga V Te O,0.2386122384802416
Pb0.995TeGa0.005,0.39,0.4060443893952748,Pb Te Ga,-0.0160443893952748
Cd5Ga2S2Te6,1.66,1.976944267652924,Cd Ga S Te,-0.3169442676529237
CsYTe3O8,2.0,1.2004865197912955,Cs Y Te O,0.7995134802087043
AgSbTe2,2.85,2.65306586078472,Ag Sb Te,0.1969341392152799
Pb0.75Sn0.25Te,1.42,1.6352588931281942,Pb Sn Te,-0.21525889312819424
Tl4CuTeO6,2.05,1.7399172448755262,Tl Cu Te O,0.3100827551244736
La2BaTe5O14,0.54,0.3317529649419253,La Ba Te O,0.20824703505807474
Zn2MoTeO7,1.1827777777777777,1.2888956549948585,Zn Mo Te O,-0.10611787721708077
Cs2Cd3Te4,1.92,1.9402827467416424,Cs Cd Te,-0.020282746741642432
LiGaTe2,2.015,1.5931763852113632,Li Ga Te,0.42182361478863695
Ba2V2Te2O11,2.64,2.8989892086698865,Ba V Te O,-0.2589892086698864
K2Cd2Te3,1.126,0.7954003675376935,K Cd Te,0.3305996324623064
Pr2Te4O11,3.25,2.3626209116382584,Pr Te O,0.8873790883617416
TiTe2,0.4300000000000001,0.35479108847155594,Ti Te,0.07520891152844418
Ag0.4Cd0.5In2.2Te4,5.743333333333332,4.193137182375777,Ag Cd In Te,1.5501961509575557
Pb0.77Sn0.23Te,2.75,2.1291435347843315,Pb Sn Te,0.6208564652156685
