formula,actual,predicted,elements,residual
EuTb2Se4,2.64,1.9422832876830949,Eu Tb Se,0.6977167123169052
TbIn3S6,2.84,3.0986307868938905,Tb In S,-0.25863078689389063
Tb2O3,0.12,0.17268152230783862,Tb O,-0.052681522307838624
Cu3TbTe3,2.0,2.08004704028358,Cu Tb Te,-0.08004704028358
CsTb9Cd4Se18,3.07,2.8342068824117117,Cs Tb Cd Se,0.2357931175882877
Tb2Mo3O12,10.4,10.196709186111127,Tb Mo O,0.2032908138888736
TbSb2BO8,2.46,2.088102918534849,Tb Sb B O,0.3718970814651508
CsTbZnTe3,1.8,2.2180970382344065,Cs Tb Zn Te,-0.4180970382344065
Pr2.48Tb0.52Ga1.67S7,3.9,3.864766568124156,Pr Tb Ga S,0.035233431875843824
Cu3TbSe3,2.04,2.2058656259187592,Cu Tb Se,-0.1658656259187592
KTbSe4,0.3,2.0586585013462098,K Tb Se,-1.7586585013462106
Ba3Tb2P4S16,1.95,1.8996824923451447,Ba Tb P S,0.05031750765485477
La1.86Tb1.14Ga1.67S7,2.3,2.5264085902667563,La Tb Ga S,-0.2264085902667565
Tb4Al2O9,3.125,3.0274681102881846,Tb Al O,0.09753188971181537
RbTbSe2,2.5,2.1055342844124105,Rb Tb Se,0.3944657155875895
Tb2GeS5,2.1,2.1017740577942696,Tb Ge S,-0.0017740577942695344
Tb4GaSbS9,2.44,1.9645053364509089,Tb Ga Sb S,0.4754946635490911
TbClWO4,4.24,3.5224683705615085,Tb Cl W O,0.7175316294384917
