formula,actual,predicted,elements,residual
Ce2Sn3Se9,4.22,4.041873144179332,Ce Sn Se,0.17812685582066745
Ce15B8N25,6.074,5.681728026949598,Ce B N,0.3922719730504021
Ce4InSbSe9,1.79,1.487450550415728,Ce In Sb Se,0.302549449584272
CeFMoO4,5.6,5.940469510901692,Ce F Mo O,-0.3404695109016922
CeScO3,4.28,4.236366768270555,Ce Sc O,0.04363323172944522
Ce10OSe14,0.64,1.2605254468515152,Ce O Se,-0.6205254468515152
Ce2YbCuS5,2.8,2.308496586837064,Ce Yb Cu S,0.4915034131629361
Ce2S3,2.35,2.2437706372854485,Ce S,0.10622936271455163
Tl2CeP2S7,1.2063636363636363,0.9914168429400236,Tl Ce P S,0.21494679342361267
Ce4Te7,2.3,0.5508599512159602,Ce Te,1.7491400487840396
CeBiW2O9,0.6,0.5463224709301411,Ce Bi W O,0.0536775290698589
CsCeCdSe3,1.89,2.6948135995568006,Cs Ce Cd Se,-0.8048135995568011
CeF3,1.9140000000000001,0.9087005772404836,Ce F,1.0052994227595162
Ce2O2FeSe2,2.55,2.4220790034427337,Ce O Fe Se,0.1279209965572652
NaCeS3,8.0,6.788288681800412,Na Ce S,1.2117113181995878
K8Ce2I18O53,3.75,3.0227810832533235,K Ce I O,0.7272189167466765
Ce1.3Lu0.7S3,2.6,3.1544846463314853,Ce Lu S,-0.5544846463314852
Ce4Ge3S12,1.62,1.3239036076231354,Ce Ge S,0.2960963923768647
Ce3MoO7,2.77,2.0862761990425,Ce Mo O,0.6837238009575001
Ce2Te3,3.27,3.2428562608233285,Ce Te,0.02714373917667157
CeN,3.987,3.5692871904872003,Ce N,0.41771280951279977
CeMn0.5OSe,4.17,2.800749763490839,Ce Mn O Se,1.3692502365091608
KCeSe4,0.2,0.29159971740915314,K Ce Se,-0.09159971740915313
Ce2GeSe5,2.85,2.6174569659632114,Ce Ge Se,0.2325430340367887
CeTaN2O,2.4,2.0728303177327048,Ce Ta N O,0.32716968226729515
CsCeHgSe3,2.14,2.6120378383494955,Cs Ce Hg Se,-0.4720378383494954
Ce2YbCuSe5,2.71,2.820891790337585,Ce Yb Cu Se,-0.11089179033758524
K4Sn3Ce3S14,1.63,1.6350291314386445,K Sn Ce S,-0.005029131438644585
K2CeP2O8,1.3866666666666667,1.4878240896078143,K Ce P O,-0.1011574229411476
Ce3LuSe6,1.08,1.214592673843116,Ce Lu Se,-0.13459267384311602
Ce2Ge2Se7,2.4,2.230148856780988,Ce Ge Se,0.16985114321901218
Ba2InCeTe5,1.35,1.2850826556973196,Ba In Ce Te,0.06491734430268048
Ce2Se3,1.75,1.5718786264587232,Ce Se,0.17812137354127675
Ce8Sb2S15,1.99,2.265452903863885,Ce Sb S,-0.2754529038638849
CeIn3S6,1.11,0.7864555293567115,Ce In S,0.3235444706432886
CeO2,3.41,3.4705285399940884,Ce O,-0.06052853999408825
