formula,actual,predicted,elements,residual
RhSSe,1.62,1.6389428411699196,"['Rh', 'S', 'Se']",-0.01894284116991951
RhSe3,3.2,3.617263616113801,"['Rh', 'Se']",-0.417263616113801
RhAs2,3.26,3.0266568109526,"['Rh', 'As']",0.2333431890473996
Rh0.67S2,2.78,2.721806272521885,"['Rh', 'S']",0.05819372747811435
RhP2,3.953333333333333,3.805912351509283,"['Rh', 'P']",0.14742098182404995
Rh2S3,2.21,2.3013926194918053,"['Rh', 'S']",-0.09139261949180533
RhSe2,3.35,3.4022174186910914,"['Rh', 'Se']",-0.05221741869109131
BaRh2Ge4Se6,1.39,1.4333003730932337,"['Ba', 'Rh', 'Ge', 'Se']",-0.043300373093233764
Rh0.67Se2,0.7,0.8198974387894644,"['Rh', 'Se']",-0.11989743878946445
RhS3,1.5,1.4426456437690227,"['Rh', 'S']",0.05735435623097729
RhSbTe,0.5,0.3571638860560391,"['Rh', 'Sb', 'Te']",0.1428361139439609
